,^IRX,^FVX,^TNX,^TYX
2024-05-15,5.239999771118164,4.355999946594238,4.355999946594238,4.515999794006348
2024-05-16,5.243000030517578,4.39900016784668,4.376999855041504,4.51800012588501
2024-05-17,5.239999771118164,4.440999984741211,4.420000076293945,4.559999942779541
2024-05-20,5.239999771118164,4.456999778747559,4.436999797821045,4.572999954223633
2024-05-21,5.239999771118164,4.435999870300293,4.414000034332275,4.553999900817871
2024-05-22,5.244999885559082,4.4730000495910645,4.434000015258789,4.551000118255615
2024-05-23,5.244999885559082,4.526000022888184,4.474999904632568,4.579999923706055
2024-05-24,5.244999885559082,4.5279998779296875,4.4670000076293945,4.572999954223633
2024-05-28,5.248000144958496,4.5879998207092285,4.541999816894531,4.656000137329102
2024-05-29,5.25,4.642000198364258,4.624000072479248,4.74399995803833
2024-05-30,5.248000144958496,4.572000026702881,4.553999900817871,4.684999942779541
2024-05-31,5.244999885559082,4.5279998779296875,4.513999938964844,4.6519999504089355
2024-06-03,5.243000030517578,4.416999816894531,4.4019999504089355,4.551000118255615
2024-06-04,5.239999771118164,4.3520002365112305,4.335999965667725,4.484000205993652
2024-06-05,5.239999771118164,4.306000232696533,4.289000034332275,4.440999984741211
2024-06-06,5.232999801635742,4.291999816894531,4.281000137329102,4.429999828338623
2024-06-07,5.23799991607666,4.455999851226807,4.429999828338623,4.547999858856201
2024-06-10,5.232999801635742,4.484000205993652,4.468999862670898,4.59499979019165
2024-06-11,5.244999885559082,4.418000221252441,4.4039998054504395,4.5370001792907715
2024-06-12,5.243000030517578,4.302000045776367,4.295000076293945,4.449999809265137
2024-06-13,5.239999771118164,4.234000205993652,4.23799991607666,4.400000095367432
2024-06-14,5.239999771118164,4.22599983215332,4.2129998207092285,4.35099983215332
2024-06-17,5.243000030517578,4.300000190734863,4.2789998054504395,4.409999847412109
2024-06-18,5.235000133514404,4.234000205993652,4.2170000076293945,4.354000091552734
2024-06-20,5.224999904632568,4.265999794006348,4.254000186920166,4.392000198364258
2024-06-21,5.215000152587891,4.270999908447266,4.256999969482422,4.3979997634887695
2024-06-24,5.210000038146973,4.270999908447266,4.248000144958496,4.377999782562256
